Year,Biome,T_Treat,CO2,Pot_label,Replicate,Genotype,Vcmax,Jmax,TPU,RMSE,Tleaf_mean,sub.files[],Notes
2023,6,T0,AC,6D,4,AAC_Hodge,118.9866369,241.7400303,14.05317772,2.028255131,24.99792308,259,
2023,6,T0,AC,6E,5,AAC_Hodge,148.9709494,195.8251174,12.51554247,2.300198467,24.99307692,265,
2023,6,T0,AC,7A,1,AAC_Leroy,120.0130896,238.1489503,14.61019497,1.872925842,24.99689231,281,
2023,6,T0,AC,7B,2,AAC_Leroy,87.4368618,178.3696387,11.97296247,2.311045665,24.95385229,275,
2023,6,T0,AC,7C,3,AAC_Leroy,91.48384995,219.6790489,13.83898002,3.493693738,24.92635141,285,
2023,6,T0,AC,7D,4,AAC_Leroy,117.0976222,235.0444892,13.75277685,2.666511306,24.99863333,292,
2023,6,T0,AC,7E,5,AAC_Leroy,129.701704,261.3532141,15.0611988,2.438990606,24.98615385,298,
2023,6,T0,AC,8A,1,AAC_Magnet,114.6843457,225.9535703,13.48285072,2.598418618,24.9933,260,
2023,6,T0,AC,8B,2,AAC_Magnet,135.9485362,177.4092893,11.74620299,1.759789594,24.99615385,266,
2023,6,T0,AC,8C,3,AAC_Magnet,122.9522804,239.4776309,13.79040489,1.312273222,24.99933077,261,
2023,6,T0,AC,8D,4,AAC_Magnet,90.33204935,192.9171774,13.25167157,3.387232895,24.8557525,253,
2023,6,T0,AC,8E,5,AAC_Magnet,94.5928605,228.8034283,15.07860912,2.069240812,24.95140428,276,
2023,6,T0,AC,9A,1,AAC_Prevail,127.5763211,256.6857607,14.76960634,2.306354397,25.00319231,399,
2023,6,T0,AC,9B,2,AAC_Prevail,95.12216319,186.0182668,12.2882086,3.399491092,24.93173247,393,
2023,6,T0,AC,9C,3,AAC_Prevail,92.17434108,213.0460796,13.56737734,4.541847135,24.8712947,286,
2023,6,T0,AC,9D,4,AAC_Prevail,94.09957029,203.2520347,13.86050725,3.412986097,24.9013889,394,
2023,6,T0,AC,9E,5,AAC_Prevail,124.0630124,250.8837642,14.50639826,2.022974478,24.99769231,400,
2023,6,T0,AC,10A,1,AAC_Warman,130.1228051,261.2300996,14.30520954,2.768284494,24.9966,282,
2023,6,T0,AC,10B,2,AAC_Warman,97.61232948,200.8643547,NA,2.404648413,24.96256183,277,
2023,6,T0,AC,10C,3,AAC_Warman,122.7553677,249.1366946,14.81019019,1.586163605,24.99703846,283,
2023,6,T0,AC,10D,4,AAC_Warman,92.32787595,186.1640017,NA,1.994646505,24.94100908,278,
2023,6,T0,AC,10E,5,AAC_Warman,126.4780212,257.5735319,14.54177642,1.842577465,25.00044615,284,
2023,6,T0,AC,11A,1,AAC_Wheatland,118.2003192,247.241549,14.80174041,3.011034322,24.99761538,294,
2023,6,T0,AC,11B,2,AAC_Wheatland,84.44091303,198.1861572,13.4705603,5.999361386,24.93127332,287,
2023,6,T0,AC,11C,3,AAC_Wheatland,83.67888674,214.1144688,13.70204675,7.638572064,24.97752094,288,
2023,6,T0,AC,11D,4,AAC_Wheatland,120.0363746,265.0163919,15.98971647,2.734271407,25.00384615,299,
2023,6,T0,AC,11E,5,AAC_Wheatland,127.9516362,266.7748376,15.06819548,2.817100247,25.00296154,293,
2023,6,T0,AC,12A,1,BW1094,83.00161611,181.5985108,NA,4.247550309,24.93374961,341,
2023,6,T0,AC,12B,2,BW1094,142.7881021,278.7608228,15.92374524,2.124287028,25.01076923,351,
2023,6,T0,AC,12C,3,BW1094,122.0116008,262.8815853,15.02603412,7.19689429,24.99725385,349,
2023,6,T0,AC,12D,4,BW1094,113.0299153,285.8747479,17.11892717,2.893069242,25.05533791,342,
2023,6,T0,AC,12E,5,BW1094,85.52085473,186.2238576,12.90465703,3.15511071,25.0210431,343,
2023,6,T0,AC,13A,1,BW5089,116.9082334,235.5420021,14.47713252,1.320680916,25.00985,295,
2023,6,T0,AC,13B,2,BW5089,114.0621164,235.9679756,14.00016058,2.865716988,25.00166923,315,
2023,6,T0,AC,13C,3,BW5089,84.53966816,193.5671952,12.8481792,3.045053468,25.05762577,301,
2023,6,T0,AC,13D,4,BW5089,126.3994495,263.7443591,15.49233829,2.433710304,25.01307692,321,
2023,6,T0,AC,13E,5,BW5089,82.11821624,192.9235692,12.6650875,3.765605886,24.88292367,302,
2023,6,T0,AC,14A,1,DT2016,86.70091394,180.0707481,12.019762,2.491114206,24.92999488,469,
2023,6,T0,AC,14B,2,DT2016,101.9349421,216.6333831,14.0317101,2.880068818,24.9429402,470,
2023,6,T0,AC,14C,3,DT2016,157.8161186,250.8025178,14.92155329,2.149654959,24.99442308,480,
2023,6,T0,AC,14D,4,DT2016,95.48604051,196.9218306,13.48526119,3.485253267,24.94742188,471,
2023,6,T0,AC,14E,5,DT2016,90.99999178,177.9821467,11.99690759,2.602239642,24.96642832,472,
2023,6,T0,AC,15A,1,DT2030,100.1183023,209.3205801,NA,2.787285502,24.9785815,434,
2023,6,T0,AC,15B,2,DT2030,92.36713545,180.1433799,11.88932665,3.087004099,24.97290538,435,
2023,6,T0,AC,15C,3,DT2030,95.59222288,193.0566171,13.1510088,3.965954355,24.96774219,438,
2023,6,T0,AC,15D,4,DT2030,75.71881017,156.9526296,10.92639909,3.581492544,24.97703648,439,
2023,6,T0,AC,15E,5,DT2030,99.61255772,211.5113983,NA,2.392582164,24.92448983,440,
2023,6,T0,AC,16A,1,HY2136,85.41740241,175.3381043,12.21082355,3.272510836,24.93738849,358,
2023,6,T0,AC,16B,2,HY2136,81.26460712,182.2957447,12.19712299,2.310790053,24.9258103,359,
2023,6,T0,AC,16C,3,HY2136,126.3726048,238.6331704,14.64264458,1.777585916,24.99470769,366,
2023,6,T0,AC,16D,4,HY2136,114.4876836,216.9516545,13.93926491,2.192824034,24.93384615,372,
2023,6,T0,AC,16E,5,HY2136,86.50152686,185.1676177,12.34842597,2.780657491,24.97877576,360,
2023,6,T0,AC,17A,1,PT4002,91.00435078,183.9914589,12.39442665,2.330981283,24.96771284,361,
2023,6,T0,AC,17B,2,PT4002,116.0682524,208.9424336,13.3344321,2.130480601,25.02230769,373,
2023,6,T0,AC,17C,3,PT4002,80.19320895,161.2160865,NA,2.97375581,24.92517163,362,
2023,6,T0,AC,17D,4,PT4002,116.5019136,229.6032197,13.76375875,2.287202505,24.99828462,367,
2023,6,T0,AC,17E,5,PT4002,88.34819419,181.2386057,12.11825815,2.842463117,24.97315583,363,
2023,6,T0,AC,18A,1,Stettler,85.13067357,201.1488273,13.32963608,2.557663198,24.92662562,377,
2023,6,T0,AC,18B,2,Stettler,78.2348019,161.429396,NA,1.973603088,25.01462848,378,
2023,6,T0,AC,18C,3,Stettler,112.9903555,237.9793069,14.10413323,2.143742281,24.99564615,382,
2023,6,T0,AC,18D,4,Stettler,73.96118256,156.3824277,NA,3.014433083,24.97747715,387,
2023,6,T0,AC,18E,5,Stettler,75.23963162,158.1458465,11.18972403,2.273230517,24.95192088,379,
2023,6,T0,AC,19A,1,Strongfield,82.76635559,167.5778537,11.4330304,2.263486384,24.96391076,486,
2023,6,T0,AC,19B,2,Strongfield,89.70913262,183.5728247,12.66749289,4.044999461,24.98089629,502,
2023,6,T0,AC,19C,3,Strongfield,87.17233473,155.3589002,10.13803366,2.749041339,24.99928935,507,
2023,6,T0,AC,19D,4,Strongfield,63.58011145,137.5046836,NA,4.26650529,24.92891943,503,
2023,6,T0,AC,19E,5,Strongfield,133.534704,266.7162632,14.88411012,3.4816261,25.0009945,508,
2023,6,T0,AC,20A,1,Transcend,93.80980844,191.0548656,12.66608862,3.637325257,24.91353094,504,
2023,6,T0,AC,20B,2,Transcend,149.6412487,243.5512935,14.71980224,3.238941929,24.99623849,509,
2023,6,T0,AC,20C,3,Transcend,101.6185533,199.6829308,13.14331449,3.58682619,25.01094437,505,
2023,6,T0,AC,20D,4,Transcend,141.3436527,237.5209594,14.38233737,2.743645197,25.00123036,510,
2023,6,T0,AC,20E,5,Transcend,86.82457792,163.516981,11.08459463,4.749865877,25.00034244,506,
2023,5,T0,EC,1A,1,A1614_KE07,114.9431833,180.766844,11.66222827,2.448006922,24.99930769,463,
2023,5,T0,EC,1B,2,A1614_KE07,81.09472945,161.1168867,NA,2.103181867,24.93689361,456,
2023,5,T0,EC,1C,3,A1614_KE07,85.32881436,177.9093779,NA,2.128576457,24.98414832,457,
2023,5,T0,EC,1D,4,A1614_KE07,82.6779019,154.0941603,10.9866151,2.029523092,24.91190588,473,
2023,5,T0,EC,1E,5,A1614_KE07,124.0295335,199.9601081,12.28357204,2.088325124,25.00185385,481,
2023,5,T0,EC,2A,1,AAC_Brandon,77.20360214,155.5871652,10.71728992,2.283430882,24.9227069,402,
2023,5,T0,EC,2B,2,AAC_Brandon,69.30886551,138.1992357,9.650068711,2.101316427,24.89287332,403,
2023,5,T0,EC,2C,3,AAC_Brandon,94.81456825,191.0168309,11.75980533,1.456284083,25.00126154,417,
2023,5,T0,EC,2D,4,AAC_Brandon,79.89688578,152.4425301,10.3999438,2.706012638,24.90510456,404,
2023,5,T0,EC,2E,5,AAC_Brandon,74.16761082,143.6787619,9.87805876,2.375841388,24.8903411,405,
2023,5,T0,EC,3A,1,AAC_Concord,83.63948841,190.6034821,12.56497607,7.997061926,25.04897417,229,
2023,5,T0,EC,3B,2,AAC_Concord,95.04286756,221.8947972,13.68823693,5.962749237,25.04775088,303,
2023,5,T0,EC,3C,3,AAC_Concord,127.2803299,234.5933203,14.78379059,2.788909897,25.01769231,322,
2023,5,T0,EC,3D,4,AAC_Concord,136.9016164,306.0053022,16.53773917,2.93337219,25.00101538,316,
2023,5,T0,EC,3E,5,AAC_Concord,84.72742619,189.4269222,12.4379508,5.618142913,24.90694169,304,
2023,5,T0,EC,4A,1,AAC_Goodwin,76.04287916,179.4606055,12.49871069,7.183868424,24.94100748,305,
2023,5,T0,EC,4B,2,AAC_Goodwin,120.0178824,234.5606463,14.71731178,2.969798324,25.015,323,
2023,5,T0,EC,4C,3,AAC_Goodwin,68.12609251,155.8789175,10.75238607,6.21585342,24.89583329,306,
2023,5,T0,EC,4D,4,AAC_Goodwin,126.4223369,325.7523618,17.65977112,1.860096057,24.99789231,317,
2023,5,T0,EC,4E,5,AAC_Goodwin,72.30092661,167.3948209,11.3816571,5.987800272,25.04783358,307,
2023,5,T0,EC,5A,1,AAC_Grainland,89.56269978,176.5912368,11.50445528,2.592943904,24.90577786,420,
2023,5,T0,EC,5B,2,AAC_Grainland,79.55929264,162.2466901,NA,4.145625726,24.93315858,421,
2023,5,T0,EC,5C,3,AAC_Grainland,87.06381978,174.3668064,12.13488745,3.473947066,24.94299654,422,
2023,5,T0,EC,5D,4,AAC_Grainland,84.92858128,167.6329169,10.95587713,2.232304688,24.88352541,436,
2023,5,T0,EC,5E,5,AAC_Grainland,93.83347094,196.0510279,12.83880863,2.316249094,24.92096211,437,
2023,5,T0,EC,6A,1,AAC_Hodge,119.2226639,262.2737047,15.42812607,1.72054851,25.001,244,
2023,5,T0,EC,6B,2,AAC_Hodge,87.91624296,205.781523,13.3286481,9.295912957,24.92029394,230,
2023,5,T0,EC,6C,3,AAC_Hodge,144.82851,192.3453079,12.15186648,2.11852545,24.96230769,250,
2023,5,T0,EC,6D,4,AAC_Hodge,94.18873629,231.8800874,14.53100834,8.007712667,25.07369791,231,
2023,5,T0,EC,6E,5,AAC_Hodge,114.2611823,243.6203979,14.66712913,1.571965954,24.99865385,245,
2023,5,T0,EC,7A,1,AAC_Leroy,92.18922026,191.6856497,12.65153237,1.073222396,24.96688318,326,
2023,5,T0,EC,7B,2,AAC_Leroy,121.5201357,248.5239582,14.40818786,2.161666197,25.00145385,334,
2023,5,T0,EC,7C,3,AAC_Leroy,109.8361547,210.8826879,13.59171243,2.475950917,25.00923077,336,
2023,5,T0,EC,7D,4,AAC_Leroy,77.61768942,170.0457901,11.11952264,5.285004618,24.97642149,327,
2023,5,T0,EC,7E,5,AAC_Leroy,116.2015004,242.5386117,14.1217156,2.339749528,25.00106923,335,
2023,5,T0,EC,8A,1,AAC_Magnet,82.59602613,183.8956466,12.08009556,5.99717839,24.97114658,232,
2023,5,T0,EC,8B,2,AAC_Magnet,93.51384702,194.208591,12.71357293,2.480196397,24.89757303,233,
2023,5,T0,EC,8C,3,AAC_Magnet,131.332925,282.406942,16.01321484,1.59930446,25.00240769,242,
2023,5,T0,EC,8D,4,AAC_Magnet,87.62720787,185.8870444,11.89907488,3.111570042,25.04043606,254,
2023,5,T0,EC,8E,5,AAC_Magnet,115.7715014,223.0212059,12.62526238,1.908655604,24.99587692,262,
2023,5,T0,EC,9A,1,AAC_Prevail,116.1925451,216.0695886,12.57428466,2.043652821,24.99943846,396,
2023,5,T0,EC,9B,2,AAC_Prevail,85.78569971,165.8749581,NA,2.608442861,24.91254498,388,
2023,5,T0,EC,9C,3,AAC_Prevail,90.68481094,188.9229231,12.44352163,2.485253795,24.94453063,389,
2023,5,T0,EC,9D,4,AAC_Prevail,119.5462817,259.8924823,15.31506413,3.565396479,24.99067692,401,
2023,5,T0,EC,9E,5,AAC_Prevail,78.71475231,160.630379,NA,2.015172386,24.97385553,395,
2023,5,T0,EC,10A,1,AAC_Warman,141.8283783,175.1320469,10.93399338,2.333481678,24.98846154,267,
2023,5,T0,EC,10B,2,AAC_Warman,95.57651068,201.9084158,13.12442937,4.154658903,24.86630235,255,
2023,5,T0,EC,10C,3,AAC_Warman,92.8931215,206.1004937,12.90116214,3.769600701,24.85478265,256,
2023,5,T0,EC,10D,4,AAC_Warman,131.8793183,252.743971,13.98970529,3.626984252,24.99554615,263,
2023,5,T0,EC,10E,5,AAC_Warman,162.7627839,196.4004192,11.60310018,2.436602445,24.98538462,268,
2023,5,T0,EC,11A,1,AAC_Wheatland,80.52411169,189.0906246,12.50549596,5.068235389,24.9862927,328,
2023,5,T0,EC,11B,2,AAC_Wheatland,110.5117442,215.7151657,13.85112263,1.486962401,25.03230769,337,
2023,5,T0,EC,11C,3,AAC_Wheatland,113.3425598,234.6596415,13.94049781,1.917446493,25.00044615,329,
2023,5,T0,EC,11D,4,AAC_Wheatland,116.0120498,235.2813197,13.99671318,1.993759437,24.99574615,330,
2023,5,T0,EC,11E,5,AAC_Wheatland,113.7405566,223.4595277,14.4377024,2.094021253,25.01846154,338,
2023,5,T0,EC,12A,1,BW1094,134.8478668,271.6548305,15.10084369,3.187815592,25.00136923,331,
2023,5,T0,EC,12B,2,BW1094,126.2894559,233.5819014,14.58170075,2.450684818,25.01538462,339,
2023,5,T0,EC,12C,3,BW1094,118.1250882,224.5142843,13.38311043,2.80860613,25.00049231,332,
2023,5,T0,EC,12D,4,BW1094,118.8738076,219.6650419,14.03908698,2.514433523,25.00923077,340,
2023,5,T0,EC,12E,5,BW1094,124.1652231,250.7959451,14.79147217,3.161453712,25.00257692,333,
2023,5,T0,EC,13A,1,BW5089,105.0256426,206.5708979,12.660856,2.0196156,25.00040769,350,
2023,5,T0,EC,13B,2,BW5089,100.8479611,188.0394951,12.72848674,2.686192187,25.01769231,352,
2023,5,T0,EC,13C,3,BW5089,113.0666085,221.7430216,13.45848499,3.13337468,24.99943077,345,
2023,5,T0,EC,13D,4,BW5089,111.7808511,209.7203017,13.35956631,1.991016237,25.01846154,353,
2023,5,T0,EC,13E,5,BW5089,123.4135213,252.3613351,14.44367388,2.989375193,24.99697692,346,
2023,5,T0,EC,14A,1,DT2016,82.63430412,165.0312093,11.27006355,2.619914666,24.91407365,487,
2023,5,T0,EC,14B,2,DT2016,116.3665474,218.9638718,12.78664571,2.656232181,24.99914615,496,
2023,5,T0,EC,14C,3,DT2016,89.95364306,187.151275,12.45780513,2.329704346,24.88810158,488,
2023,5,T0,EC,14D,4,DT2016,96.98319144,178.282658,10.76864565,1.888242553,25.00475385,497,
2023,5,T0,EC,14E,5,DT2016,79.71753773,161.3084379,10.94697129,2.04874826,24.93776556,489,
2023,5,T0,EC,15A,1,DT2030,94.62107978,212.7350304,14.33866907,3.346978945,24.91571162,441,
2023,5,T0,EC,15B,2,DT2030,84.67685762,169.7093829,NA,3.012802227,24.93882751,442,
2023,5,T0,EC,15C,3,DT2030,97.79766686,199.8979487,13.48370747,2.49676077,25.02724589,443,
2023,5,T0,EC,15D,4,DT2030,91.74053483,198.5237558,NA,2.358232068,24.90842834,444,
2023,5,T0,EC,15E,5,DT2030,93.3046062,198.5444565,12.9486733,2.828670714,24.89531062,445,
2023,5,T0,EC,16A,1,HY2136,132.9602577,194.4507537,13.19604007,2.618934654,25.02076923,354,
2023,5,T0,EC,16B,2,HY2136,123.2801618,194.9666276,12.62640227,3.276016941,24.99966154,347,
2023,5,T0,EC,16C,3,HY2136,70.08690318,142.4473962,10.20592661,2.956691958,24.90809931,344,
2023,5,T0,EC,16D,4,HY2136,98.58560476,186.3025726,11.63044884,2.969161608,24.99899231,368,
2023,5,T0,EC,16E,5,HY2136,95.51856034,172.8585165,11.60380417,2.369967227,24.97692308,374,
2023,5,T0,EC,17A,1,PT4002,77.90994282,164.7525541,NA,2.075068384,24.88489122,357,
2023,5,T0,EC,17B,2,PT4002,94.68150817,180.3802669,11.50472401,1.724761144,24.99277692,369,
2023,5,T0,EC,17C,3,PT4002,71.92848927,142.649862,NA,2.201557864,24.95754051,364,
2023,5,T0,EC,17D,4,PT4002,107.8053636,203.7196873,13.15479512,1.730379221,25.01846154,375,
2023,5,T0,EC,17E,5,PT4002,108.7117651,213.9053973,13.1875515,1.42015013,24.99797143,370,
2023,5,T0,EC,18A,1,Stettler,66.59041182,132.472772,NA,2.352856238,25.01843658,380,
2023,5,T0,EC,18B,2,Stettler,101.2810527,197.2943865,12.29141716,1.473459142,25.00186923,383,
2023,5,T0,EC,18C,3,Stettler,79.49120746,168.7650132,NA,2.137045884,24.94286757,381,
2023,5,T0,EC,18D,4,Stettler,99.54342691,197.4059176,12.35366863,1.304329921,25.00326923,384,
2023,5,T0,EC,18E,5,Stettler,98.4429663,187.7089392,12.19404052,1.739680208,24.98076923,385,
2023,5,T0,EC,19A,1,Strongfield,101.2936935,206.0415414,12.64084214,3.438407169,24.9985744,518,
2023,5,T0,EC,19B,2,Strongfield,80.35454737,168.8892442,11.50291951,3.748335505,24.90611414,511,
2023,5,T0,EC,19C,3,Strongfield,98.77542254,190.7298464,11.88402137,4.342006902,24.99945036,519,
2023,5,T0,EC,19D,4,Strongfield,74.27426876,154.4287315,10.98719889,2.758617658,24.89327475,512,
2023,5,T0,EC,19E,5,Strongfield,73.47676319,152.9159651,10.59987855,3.343345603,24.94095333,513,
2023,5,T0,EC,20A,1,Transcend,115.3848804,224.788583,13.5556083,3.509686381,24.99963734,520,
2023,5,T0,EC,20B,2,Transcend,93.23559062,187.2629401,12.43896634,2.797317177,24.962362,514,
2023,5,T0,EC,20C,3,Transcend,93.23108404,174.3729683,12.22139335,2.873117251,24.99702047,521,
2023,5,T0,EC,20D,4,Transcend,79.27847894,164.1775191,NA,2.784578425,24.92191256,515,
2023,5,T0,EC,20E,5,Transcend,99.08418544,197.5157818,12.125871,5.576740383,25.00027314,522,
2023,4,T4,AC,1A,1,A1614_KE07,80.16382055,149.9612904,NA,2.620093086,24.93308845,474,
2023,4,T4,AC,1B,2,A1614_KE07,82.46137951,,8.399250319,2.67821567,25.00150769,482,
2023,4,T4,AC,1C,3,A1614_KE07,94.85032916,182.4895034,NA,3.530348395,24.95160044,475,
2023,4,T4,AC,1D,4,A1614_KE07,90.26130588,170.5186532,11.45949267,2.551502168,24.91619081,476,
2023,4,T4,AC,1E,5,A1614_KE07,106.3225519,175.1543654,11.14897242,1.933144788,24.99844615,483,
2023,4,T4,AC,2A,1,AAC_Brandon,89.42843755,147.9559738,9.312962258,2.371970079,24.99893077,413,
2023,4,T4,AC,2B,2,AAC_Brandon,71.32445493,115.6555897,8.249016204,1.367561472,24.8956447,406,
2023,4,T4,AC,2C,3,AAC_Brandon,95.0636405,174.2499547,10.68687708,2.629957442,24.99882308,414,
2023,4,T4,AC,2D,4,AAC_Brandon,79.4713308,174.807386,12.18871645,6.356824098,24.89035756,168,
2023,4,T4,AC,2E,5,AAC_Brandon,95.67541049,194.2832706,12.56024903,2.748797801,25.00092308,181,
2023,4,T4,AC,3A,1,AAC_Concord,93.97352958,211.7526743,12.87919029,4.043926402,24.87399905,308,
2023,4,T4,AC,3B,2,AAC_Concord,128.310804,243.7712217,14.42960847,2.004486816,25.01615385,324,
2023,4,T4,AC,3C,3,AAC_Concord,151.5364418,366.8510299,17.9069749,4.163122485,25.00180769,318,
2023,4,T4,AC,3D,4,AAC_Concord,91.03598249,193.4944805,12.26366827,3.547205955,24.93422835,169,
2023,4,T4,AC,3E,5,AAC_Concord,85.37434983,194.1923967,12.06503805,8.538405915,25.00494603,309,
2023,4,T4,AC,4A,1,AAC_Goodwin,72.89031038,166.569126,11.13220484,6.723920444,25.08149733,310,
2023,4,T4,AC,4B,2,AAC_Goodwin,112.6865179,222.7064378,14.34743251,2.229193738,25.01307692,325,
2023,4,T4,AC,4C,3,AAC_Goodwin,81.26294976,205.4237893,13.21614302,14.1077255,25.07830742,311,
2023,4,T4,AC,4D,4,AAC_Goodwin,85.11085624,188.9977773,12.7538314,3.496128888,24.89213003,312,
2023,4,T4,AC,4E,5,AAC_Goodwin,103.9876681,214.3267527,12.73258914,2.775310723,25.00043077,319,
2023,4,T4,AC,5A,1,AAC_Grainland,94.01402527,154.0575345,10.65616969,2.162278323,24.90164375,423,
2023,4,T4,AC,5B,2,AAC_Grainland,91.29273797,149.5724921,10.29931427,1.61072028,24.88139593,424,
2023,4,T4,AC,5C,3,AAC_Grainland,86.56517895,177.7611069,NA,2.582556328,24.92237634,425,
2023,4,T4,AC,5D,4,AAC_Grainland,85.97614498,165.3120182,11.20307417,3.502875487,24.93049959,426,
2023,4,T4,AC,5E,5,AAC_Grainland,88.48321171,198.0606995,13.05635385,2.669297221,24.93236835,427,
2023,4,T4,AC,6A,1,AAC_Hodge,78.44797784,201.1343095,12.55278625,17.61282202,24.93206746,83,
2023,4,T4,AC,6B,2,AAC_Hodge,89.55353868,194.0230325,12.93586746,4.941625642,25.04919897,84,
2023,4,T4,AC,6C,3,AAC_Hodge,109.0733331,227.6566997,13.69141902,2.91232499,24.99487692,96,
2023,4,T4,AC,6D,4,AAC_Hodge,118.6263779,230.3441089,13.45893797,1.88384965,24.99868462,107,
2023,4,T4,AC,6E,5,AAC_Hodge,143.83383,244.2458246,14.77664988,2.674987944,25.04,186,
2023,4,T4,AC,7A,1,AAC_Leroy,97.24842456,205.0195898,13.96935757,4.068423658,24.90530464,170,
2023,4,T4,AC,7B,2,AAC_Leroy,121.5678372,230.4095973,13.40684858,2.721962089,24.99569231,182,
2023,4,T4,AC,7C,3,AAC_Leroy,71.8635026,158.4215345,10.83049848,4.227083495,24.97057043,171,
2023,4,T4,AC,7D,4,AAC_Leroy,84.60582775,169.3680083,11.30592956,3.44936142,24.88605554,172,
2023,4,T4,AC,7E,5,AAC_Leroy,176.5734905,245.5770421,15.07086584,1.985767818,25.01923077,187,
2023,4,T4,AC,8A,1,AAC_Magnet,101.4910035,259.0340056,NA,16.12124239,24.93275302,85,
2023,4,T4,AC,8B,2,AAC_Magnet,89.94483133,213.9767696,13.20109638,11.99442128,25.01005472,86,
2023,4,T4,AC,8C,3,AAC_Magnet,102.5360883,209.1981499,12.61039948,2.14806765,24.99065385,97,
2023,4,T4,AC,8D,4,AAC_Magnet,117.6569717,276.0259829,16.00580836,5.448206792,25.02233301,87,
2023,4,T4,AC,8E,5,AAC_Magnet,142.0946683,298.1126319,15.772962,2.750805839,25.00608462,104,
2023,4,T4,AC,9A,1,AAC_Prevail,,,,,,,Died before heading
2023,4,T4,AC,9B,2,AAC_Prevail,93.93630824,156.9979453,10.05019634,2.133553789,24.91664769,390,
2023,4,T4,AC,9C,3,AAC_Prevail,101.0351944,223.1245003,14.23475139,7.342134592,24.88668319,173,
2023,4,T4,AC,9D,4,AAC_Prevail,105.7472082,214.4851266,13.26238291,4.023258717,24.94439659,391,
2023,4,T4,AC,9E,5,AAC_Prevail,112.3453458,182.4241903,12.61768412,4.882880407,25.05407906,191,
2023,4,T4,AC,10A,1,AAC_Warman,144.2263161,295.8920685,15.82214439,3.246102602,24.99702308,108,
2023,4,T4,AC,10B,2,AAC_Warman,115.0988029,244.7740309,14.48737858,2.640570337,24.99316923,98,
